subjID	participant	shift	activity	explosion	pumps
15N21	15	N2	1	1	49
15N21	15	N2	1	0	64
15N21	15	N2	1	0	64
15N21	15	N2	1	0	64
15N21	15	N2	1	1	94
15N21	15	N2	1	1	31
15N21	15	N2	1	1	61
15N21	15	N2	1	1	39
15N21	15	N2	1	0	64
15N21	15	N2	1	1	51
15N22	15	N2	2	1	24
15N22	15	N2	2	1	32
15N22	15	N2	2	0	64
15N22	15	N2	2	0	64
15N22	15	N2	2	0	64
15N22	15	N2	2	0	64
15N22	15	N2	2	0	64
15N22	15	N2	2	1	22
15N22	15	N2	2	0	64
15N22	15	N2	2	1	55
15N22	15	N2	2	1	27
15N22	15	N2	2	0	64
15N22	15	N2	2	1	42
15N22	15	N2	2	1	2
15N22	15	N2	2	0	64
15N22	15	N2	2	0	64
15N22	15	N2	2	0	64
15N22	15	N2	2	1	38
15N22	15	N2	2	0	64
15N22	15	N2	2	1	4
15N22	15	N2	2	1	59
15N22	15	N2	2	0	64
15N22	15	N2	2	1	48
15N22	15	N2	2	0	64
15N22	15	N2	2	1	29
15N22	15	N2	2	0	64
15N22	15	N2	2	0	64
15N22	15	N2	2	0	64
15N22	15	N2	2	0	64
15N22	15	N2	2	0	64
16D11	16	D1	1	0	64
16D11	16	D1	1	0	30
16D11	16	D1	1	1	42
16D11	16	D1	1	1	19
16D11	16	D1	1	0	30
16D11	16	D1	1	1	51
16D11	16	D1	1	0	64
16D11	16	D1	1	0	50
16D11	16	D1	1	0	48
16D11	16	D1	1	0	21
16D11	16	D1	1	0	50
16D11	16	D1	1	1	36
16D11	16	D1	1	0	21
16D11	16	D1	1	0	42
16D11	16	D1	1	1	16
16D11	16	D1	1	0	38
16D11	16	D1	1	0	80
16D11	16	D1	1	1	2
16D11	16	D1	1	1	33
16D11	16	D1	1	0	22
16D11	16	D1	1	0	64
16D11	16	D1	1	1	34
16D11	16	D1	1	1	7
16D11	16	D1	1	1	72
16D11	16	D1	1	1	56
16D11	16	D1	1	1	7
16D11	16	D1	1	0	10
16D11	16	D1	1	0	64
16D11	16	D1	1	1	11
16D11	16	D1	1	1	64
16D12	16	D1	2	1	14
16D12	16	D1	2	0	68
16D12	16	D1	2	1	92
16D12	16	D1	2	1	9
16D12	16	D1	2	1	20
16D12	16	D1	2	0	22
16D12	16	D1	2	0	45
16D12	16	D1	2	0	40
16D12	16	D1	2	1	8
16D12	16	D1	2	0	30
16D12	16	D1	2	0	50
16D12	16	D1	2	0	86
16D12	16	D1	2	1	17
16D12	16	D1	2	0	64
16D12	16	D1	2	1	10
16D12	16	D1	2	0	64
16D12	16	D1	2	0	64
16D12	16	D1	2	0	72
16D12	16	D1	2	0	44
16D12	16	D1	2	1	53
16D12	16	D1	2	1	6
16D12	16	D1	2	1	15
16D12	16	D1	2	0	10
16D12	16	D1	2	0	22
16D12	16	D1	2	1	63
16D12	16	D1	2	1	11
16D12	16	D1	2	0	101
16D12	16	D1	2	0	34
16D12	16	D1	2	1	7
16D12	16	D1	2	0	64
16D21	16	D2	1	0	33
16D21	16	D2	1	1	28
16D21	16	D2	1	0	55
16D21	16	D2	1	1	55
16D21	16	D2	1	1	59
16D21	16	D2	1	0	55
16D21	16	D2	1	0	41
16D21	16	D2	1	0	12
16D21	16	D2	1	0	50
16D21	16	D2	1	0	60
16D21	16	D2	1	1	27
16D21	16	D2	1	1	14
16D21	16	D2	1	0	40
16D21	16	D2	1	0	70
16D21	16	D2	1	1	28
16D21	16	D2	1	1	44
16D21	16	D2	1	0	90
16D21	16	D2	1	0	30
16D21	16	D2	1	0	80
16D21	16	D2	1	0	40
16D21	16	D2	1	0	60
16D21	16	D2	1	1	47
16D21	16	D2	1	0	50
16D21	16	D2	1	0	50
16D21	16	D2	1	1	24
16D21	16	D2	1	0	20
16D21	16	D2	1	1	51
16D21	16	D2	1	1	2
16D21	16	D2	1	1	15
16D21	16	D2	1	1	18
16D22	16	D2	2	1	12
16D22	16	D2	2	1	46
16D22	16	D2	2	0	45
16D22	16	D2	2	1	50
16D22	16	D2	2	1	7
16D22	16	D2	2	1	4
16D22	16	D2	2	1	17
16D22	16	D2	2	1	54
16D22	16	D2	2	1	27
16D22	16	D2	2	0	30
16D22	16	D2	2	0	40
16D22	16	D2	2	0	50
16D22	16	D2	2	0	77
16D22	16	D2	2	1	52
16D22	16	D2	2	0	50
16D22	16	D2	2	0	50
16D22	16	D2	2	1	32
16D22	16	D2	2	1	31
16D22	16	D2	2	0	90
16D22	16	D2	2	1	20
16D22	16	D2	2	0	30
16D22	16	D2	2	0	50
16D22	16	D2	2	1	12
16D22	16	D2	2	0	40
16D22	16	D2	2	0	90
16D22	16	D2	2	1	26
16D22	16	D2	2	1	41
16D22	16	D2	2	1	84
16D22	16	D2	2	0	80
16D22	16	D2	2	1	32
16N11	16	N1	1	1	71
16N11	16	N1	1	0	60
16N11	16	N1	1	1	5
16N11	16	N1	1	1	68
16N11	16	N1	1	0	60
16N11	16	N1	1	1	71
16N11	16	N1	1	0	50
16N11	16	N1	1	1	37
16N11	16	N1	1	0	70
16N11	16	N1	1	0	30
16N11	16	N1	1	1	85
16N11	16	N1	1	0	80
16N11	16	N1	1	1	20
16N11	16	N1	1	0	60
16N11	16	N1	1	1	30
16N11	16	N1	1	1	42
16N11	16	N1	1	0	40
16N11	16	N1	1	1	78
16N11	16	N1	1	1	5
16N11	16	N1	1	1	75
16N11	16	N1	1	1	47
16N11	16	N1	1	0	60
16N11	16	N1	1	0	80
16N11	16	N1	1	1	10
16N11	16	N1	1	0	60
16N11	16	N1	1	1	76
16N11	16	N1	1	0	70
16N11	16	N1	1	0	60
16N11	16	N1	1	1	54
16N11	16	N1	1	0	80
16N12	16	N1	2	1	13
16N12	16	N1	2	0	64
16N12	16	N1	2	1	71
16N12	16	N1	2	0	60
16N12	16	N1	2	0	40
16N12	16	N1	2	1	1
16N12	16	N1	2	1	10
16N12	16	N1	2	0	20
16N12	16	N1	2	0	90
16N12	16	N1	2	1	40
16N12	16	N1	2	0	50
16N12	16	N1	2	1	3
16N12	16	N1	2	1	26
16N12	16	N1	2	1	83
16N12	16	N1	2	1	55
16N12	16	N1	2	1	7
16N12	16	N1	2	1	14
16N12	16	N1	2	1	88
16N12	16	N1	2	1	9
16N12	16	N1	2	0	90
16N12	16	N1	2	1	14
16N12	16	N1	2	0	40
16N12	16	N1	2	1	44
16N12	16	N1	2	1	62
16N12	16	N1	2	1	40
16N12	16	N1	2	1	35
16N12	16	N1	2	0	90
16N12	16	N1	2	0	90
16N12	16	N1	2	1	41
16N12	16	N1	2	1	30
16N21	16	N2	1	1	33
16N21	16	N2	1	1	97
16N21	16	N2	1	1	76
16N21	16	N2	1	1	86
16N21	16	N2	1	1	38
16N21	16	N2	1	1	78
16N21	16	N2	1	1	5
16N21	16	N2	1	1	12
16N21	16	N2	1	0	60
16N21	16	N2	1	0	80
16N21	16	N2	1	1	8
16N21	16	N2	1	0	70
16N21	16	N2	1	0	80
16N21	16	N2	1	1	16
16N21	16	N2	1	0	50
16N21	16	N2	1	0	70
16N21	16	N2	1	1	4
16N21	16	N2	1	1	27
16N21	16	N2	1	1	17
16N21	16	N2	1	0	10
16N21	16	N2	1	1	25
16N21	16	N2	1	1	23
16N21	16	N2	1	1	8
16N21	16	N2	1	1	15
16N21	16	N2	1	0	50
16N21	16	N2	1	1	7
16N21	16	N2	1	1	92
16N21	16	N2	1	1	6
16N21	16	N2	1	1	62
16N21	16	N2	1	1	26
16N22	16	N2	2	1	19
16N22	16	N2	2	1	2
16N22	16	N2	2	1	29
16N22	16	N2	2	0	90
16N22	16	N2	2	0	70
16N22	16	N2	2	0	70
16N22	16	N2	2	0	40
16N22	16	N2	2	1	38
16N22	16	N2	2	1	34
16N22	16	N2	2	1	28
16N22	16	N2	2	1	62
16N22	16	N2	2	0	60
16N22	16	N2	2	1	17
16N22	16	N2	2	0	80
16N22	16	N2	2	0	30
16N22	16	N2	2	0	90
16N22	16	N2	2	1	33
16N22	16	N2	2	0	50
16N22	16	N2	2	1	27
16N22	16	N2	2	1	80
16N22	16	N2	2	1	50
16N22	16	N2	2	0	40
16N22	16	N2	2	0	70
16N22	16	N2	2	1	3
16N22	16	N2	2	0	30
16N22	16	N2	2	0	60
16N22	16	N2	2	0	70
16N22	16	N2	2	0	50
16N22	16	N2	2	0	100
16N22	16	N2	2	1	91
03D11	03	D1	1	1	49
03D11	03	D1	1	0	65
03D11	03	D1	1	0	64
03D11	03	D1	1	0	63
03D11	03	D1	1	0	62
03D11	03	D1	1	0	61
03D11	03	D1	1	0	60
03D11	03	D1	1	1	12
03D11	03	D1	1	0	60
03D11	03	D1	1	1	37
03D11	03	D1	1	0	60
03D11	03	D1	1	1	57
03D11	03	D1	1	1	26
03D11	03	D1	1	1	54
03D11	03	D1	1	1	49
03D11	03	D1	1	1	45
03D11	03	D1	1	0	62
03D11	03	D1	1	0	63
03D11	03	D1	1	1	61
03D11	03	D1	1	0	63
03D11	03	D1	1	0	62
03D11	03	D1	1	1	5
03D11	03	D1	1	0	62
03D11	03	D1	1	1	30
03D11	03	D1	1	1	21
03D11	03	D1	1	1	33
03D11	03	D1	1	1	57
03D11	03	D1	1	0	65
03D11	03	D1	1	1	52
03D11	03	D1	1	1	64
03D12	03	D1	2	1	16
03D12	03	D1	2	0	65
03D12	03	D1	2	1	8
03D12	03	D1	2	1	58
03D12	03	D1	2	1	28
03D12	03	D1	2	0	64
03D12	03	D1	2	0	63
03D12	03	D1	2	0	63
03D12	03	D1	2	1	53
03D12	03	D1	2	0	62
03D12	03	D1	2	0	63
03D12	03	D1	2	1	6
03D12	03	D1	2	1	53
03D12	03	D1	2	1	34
03D12	03	D1	2	0	66
03D12	03	D1	2	1	45
03D12	03	D1	2	1	41
03D12	03	D1	2	1	10
03D12	03	D1	2	0	66
03D12	03	D1	2	1	30
03D12	03	D1	2	1	10
03D12	03	D1	2	0	66
03D12	03	D1	2	0	65
03D12	03	D1	2	1	33
03D12	03	D1	2	1	9
03D12	03	D1	2	1	1
03D12	03	D1	2	0	67
03D12	03	D1	2	1	54
03D12	03	D1	2	1	21
03D12	03	D1	2	1	53
03D21	03	D2	1	1	3
03D21	03	D2	1	1	22
03D21	03	D2	1	0	64
03D21	03	D2	1	1	12
03D21	03	D2	1	1	43
03D21	03	D2	1	0	64
03D21	03	D2	1	1	48
03D21	03	D2	1	0	64
03D21	03	D2	1	0	64
03D21	03	D2	1	1	32
03D21	03	D2	1	0	64
03D21	03	D2	1	0	64
03D21	03	D2	1	1	37
03D21	03	D2	1	0	64
03D21	03	D2	1	0	64
03D21	03	D2	1	0	64
03D21	03	D2	1	0	6
03D21	03	D2	1	0	64
03D21	03	D2	1	1	58
03D21	03	D2	1	1	18
03D21	03	D2	1	0	64
03D21	03	D2	1	1	27
03D21	03	D2	1	0	64
03D21	03	D2	1	0	64
03D21	03	D2	1	0	64
03D21	03	D2	1	0	64
03D21	03	D2	1	1	1
03D21	03	D2	1	1	32
03D21	03	D2	1	1	50
03D21	03	D2	1	1	13
03D22	03	D2	2	1	47
03D22	03	D2	2	0	65
03D22	03	D2	2	0	64
03D22	03	D2	2	0	63
03D22	03	D2	2	0	62
03D22	03	D2	2	0	61
03D22	03	D2	2	0	60
03D22	03	D2	2	0	59
03D22	03	D2	2	0	58
03D22	03	D2	2	0	57
03D22	03	D2	2	1	20
03D22	03	D2	2	0	57
03D22	03	D2	2	0	56
03D22	03	D2	2	1	45
03D22	03	D2	2	0	56
03D22	03	D2	2	1	36
03D22	03	D2	2	1	37
03D22	03	D2	2	0	57
03D22	03	D2	2	1	47
03D22	03	D2	2	1	23
03D22	03	D2	2	1	50
03D22	03	D2	2	1	7
03D22	03	D2	2	1	2
03D22	03	D2	2	0	57
03D22	03	D2	2	1	16
03D22	03	D2	2	0	57
03D22	03	D2	2	0	56
03D22	03	D2	2	1	19
03D22	03	D2	2	0	57
03D22	03	D2	2	1	42
03N11	03	N1	1	0	64
03N11	03	N1	1	0	60
03N11	03	N1	1	0	56
03N11	03	N1	1	1	39
03N11	03	N1	1	0	56
03N11	03	N1	1	0	52
03N11	03	N1	1	0	48
03N11	03	N1	1	0	44
03N11	03	N1	1	0	42
03N11	03	N1	1	0	42
03N11	03	N1	1	0	42
03N11	03	N1	1	0	42
03N11	03	N1	1	1	34
03N11	03	N1	1	1	17
03N11	03	N1	1	0	42
03N11	03	N1	1	0	42
03N11	03	N1	1	0	42
03N11	03	N1	1	0	38
03N11	03	N1	1	0	34
03N11	03	N1	1	1	22
03N11	03	N1	1	0	36
03N11	03	N1	1	1	5
03N11	03	N1	1	0	28
03N11	03	N1	1	1	28
03N11	03	N1	1	0	28
03N11	03	N1	1	0	32
03N11	03	N1	1	0	28
03N11	03	N1	1	1	30
03N11	03	N1	1	0	36
03N11	03	N1	1	0	32
03N12	03	N1	2	0	64
03N12	03	N1	2	0	62
03N12	03	N1	2	1	37
03N12	03	N1	2	0	64
03N12	03	N1	2	0	62
03N12	03	N1	2	1	36
03N12	03	N1	2	1	7
03N12	03	N1	2	0	64
03N12	03	N1	2	1	60
03N12	03	N1	2	1	58
03N12	03	N1	2	0	66
03N12	03	N1	2	1	55
03N12	03	N1	2	1	60
03N12	03	N1	2	0	68
03N12	03	N1	2	1	23
03N12	03	N1	2	0	68
03N12	03	N1	2	1	15
03N12	03	N1	2	0	68
03N12	03	N1	2	1	12
03N12	03	N1	2	1	27
03N12	03	N1	2	0	66
03N12	03	N1	2	1	35
03N12	03	N1	2	1	35
03N12	03	N1	2	1	3
03N12	03	N1	2	0	74
03N12	03	N1	2	0	72
03N12	03	N1	2	0	70
03N12	03	N1	2	1	7
03N12	03	N1	2	1	51
03N12	03	N1	2	0	72
03N21	03	N2	1	0	64
03N21	03	N2	1	0	63
03N21	03	N2	1	0	62
03N21	03	N2	1	0	61
03N21	03	N2	1	1	40
03N21	03	N2	1	0	61
03N21	03	N2	1	1	59
03N21	03	N2	1	1	54
03N21	03	N2	1	0	61
03N21	03	N2	1	0	59
03N21	03	N2	1	1	17
03N21	03	N2	1	1	3
03N21	03	N2	1	0	62
03N21	03	N2	1	0	60
03N21	03	N2	1	0	58
03N21	03	N2	1	1	3
03N21	03	N2	1	1	16
03N21	03	N2	1	0	60
03N21	03	N2	1	0	58
03N21	03	N2	1	0	56
03N21	03	N2	1	1	1
03N21	03	N2	1	0	57
03N21	03	N2	1	0	56
03N21	03	N2	1	1	43
03N21	03	N2	1	0	56
03N21	03	N2	1	1	7
03N21	03	N2	1	0	56
03N21	03	N2	1	0	54
03N21	03	N2	1	0	53
03N21	03	N2	1	1	13
03N22	03	N2	2	1	60
03N22	03	N2	2	1	15
03N22	03	N2	2	1	23
03N22	03	N2	2	1	31
03N22	03	N2	2	0	71
03N22	03	N2	2	0	69
03N22	03	N2	2	0	67
03N22	03	N2	2	0	65
03N22	03	N2	2	1	38
03N22	03	N2	2	0	65
03N22	03	N2	2	1	35
03N22	03	N2	2	1	65
03N22	03	N2	2	0	66
03N22	03	N2	2	0	65
03N22	03	N2	2	1	37
03N22	03	N2	2	0	64
03N22	03	N2	2	1	24
03N22	03	N2	2	1	29
03N22	03	N2	2	1	9
03N22	03	N2	2	1	9
03N22	03	N2	2	1	18
03N22	03	N2	2	1	63
03N22	03	N2	2	0	73
03N22	03	N2	2	0	71
03N22	03	N2	2	0	70
03N22	03	N2	2	0	68
03N22	03	N2	2	0	66
03N22	03	N2	2	1	39
03N22	03	N2	2	0	62
03N22	03	N2	2	1	21
04D11	04	D1	1	1	54
04D11	04	D1	1	1	62
04D11	04	D1	1	1	21
04D11	04	D1	1	0	60
04D11	04	D1	1	1	31
04D11	04	D1	1	1	17
04D11	04	D1	1	0	60
04D11	04	D1	1	0	60
04D11	04	D1	1	0	60
04D11	04	D1	1	0	60
04D11	04	D1	1	1	47
04D11	04	D1	1	0	60
04D11	04	D1	1	1	9
04D11	04	D1	1	1	13
04D11	04	D1	1	1	70
04D11	04	D1	1	0	120
04D11	04	D1	1	1	50
04D11	04	D1	1	1	80
04D11	04	D1	1	0	120
04D11	04	D1	1	1	3
04D11	04	D1	1	1	50
04D11	04	D1	1	1	88
04D11	04	D1	1	1	84
04D11	04	D1	1	0	100
04D11	04	D1	1	0	100
04D11	04	D1	1	0	100
04D11	04	D1	1	0	100
04D11	04	D1	1	0	100
04D11	04	D1	1	0	100
04D11	04	D1	1	1	4
04D12	04	D1	2	1	10
04D12	04	D1	2	1	60
04D12	04	D1	2	1	16
04D12	04	D1	2	1	36
04D12	04	D1	2	1	30
04D12	04	D1	2	0	64
04D12	04	D1	2	1	50
04D12	04	D1	2	0	64
04D12	04	D1	2	1	58
04D12	04	D1	2	1	30
04D12	04	D1	2	1	3
04D12	04	D1	2	1	14
04D12	04	D1	2	1	75
04D12	04	D1	2	0	80
04D12	04	D1	2	0	80
04D12	04	D1	2	1	76
04D12	04	D1	2	0	80
04D12	04	D1	2	1	49
04D12	04	D1	2	1	26
04D12	04	D1	2	1	40
04D12	04	D1	2	0	40
04D12	04	D1	2	0	40
04D12	04	D1	2	0	40
04D12	04	D1	2	0	40
04D12	04	D1	2	0	40
04D12	04	D1	2	0	40
04D12	04	D1	2	0	40
04D12	04	D1	2	1	13
04D12	04	D1	2	1	15
04D12	04	D1	2	0	40
04D21	04	D2	1	0	60
04D21	04	D2	1	1	43
04D21	04	D2	1	1	55
04D21	04	D2	1	1	57
04D21	04	D2	1	0	60
04D21	04	D2	1	1	47
04D21	04	D2	1	1	7
04D21	04	D2	1	0	60
04D21	04	D2	1	0	60
04D21	04	D2	1	0	61
04D21	04	D2	1	0	62
04D21	04	D2	1	1	54
04D21	04	D2	1	0	64
04D21	04	D2	1	1	5
04D21	04	D2	1	1	59
04D21	04	D2	1	1	25
04D21	04	D2	1	1	50
04D21	04	D2	1	1	44
04D21	04	D2	1	1	20
04D21	04	D2	1	1	69
04D21	04	D2	1	1	47
04D21	04	D2	1	1	14
04D21	04	D2	1	1	91
04D21	04	D2	1	1	38
04D21	04	D2	1	1	88
04D21	04	D2	1	1	30
04D21	04	D2	1	1	36
04D21	04	D2	1	1	99
04D21	04	D2	1	1	54
04D21	04	D2	1	0	110
04D22	04	D2	2	0	64
04D22	04	D2	2	0	64
04D22	04	D2	2	0	64
04D22	04	D2	2	0	64
04D22	04	D2	2	1	12
04D22	04	D2	2	1	22
04D22	04	D2	2	1	35
04D22	04	D2	2	0	64
04D22	04	D2	2	0	64
04D22	04	D2	2	1	56
04D22	04	D2	2	1	24
04D22	04	D2	2	0	64
04D22	04	D2	2	1	51
04D22	04	D2	2	1	47
04D22	04	D2	2	1	54
04D22	04	D2	2	0	64
04D22	04	D2	2	1	21
04D22	04	D2	2	0	64
04D22	04	D2	2	0	64
04D22	04	D2	2	0	64
04D22	04	D2	2	0	64
04D22	04	D2	2	0	64
04D22	04	D2	2	1	3
04D22	04	D2	2	0	64
04D22	04	D2	2	0	64
04D22	04	D2	2	0	64
04D22	04	D2	2	1	32
04D22	04	D2	2	0	64
04D22	04	D2	2	1	49
04D22	04	D2	2	0	64
04N11	04	N1	1	1	3
04N11	04	N1	1	0	32
04N11	04	N1	1	1	43
04N11	04	N1	1	0	32
04N11	04	N1	1	1	10
04N11	04	N1	1	1	2
04N11	04	N1	1	1	13
04N11	04	N1	1	0	32
04N11	04	N1	1	0	64
04N11	04	N1	1	1	46
04N11	04	N1	1	0	64
04N11	04	N1	1	1	58
04N11	04	N1	1	1	82
04N11	04	N1	1	1	57
04N11	04	N1	1	0	32
04N11	04	N1	1	0	64
04N11	04	N1	1	1	34
04N11	04	N1	1	1	26
04N11	04	N1	1	0	32
04N11	04	N1	1	1	42
04N11	04	N1	1	1	2
04N11	04	N1	1	0	32
04N11	04	N1	1	0	64
04N11	04	N1	1	1	96
04N11	04	N1	1	1	50
04N11	04	N1	1	1	19
04N11	04	N1	1	0	32
04N11	04	N1	1	0	64
04N11	04	N1	1	1	16
04N11	04	N1	1	1	70
04N12	04	N1	2	1	54
04N12	04	N1	2	1	35
04N12	04	N1	2	0	60
04N12	04	N1	2	1	31
04N12	04	N1	2	1	45
04N12	04	N1	2	0	60
04N12	04	N1	2	1	2
04N12	04	N1	2	1	57
04N12	04	N1	2	0	60
04N12	04	N1	2	1	24
04N12	04	N1	2	0	64
04N12	04	N1	2	0	68
04N12	04	N1	2	0	68
04N12	04	N1	2	0	68
04N12	04	N1	2	0	68
04N12	04	N1	2	1	33
04N12	04	N1	2	0	64
04N12	04	N1	2	0	68
04N12	04	N1	2	1	10
04N12	04	N1	2	1	3
04N12	04	N1	2	0	60
04N12	04	N1	2	1	8
04N12	04	N1	2	0	60
04N12	04	N1	2	1	11
04N12	04	N1	2	1	5
04N12	04	N1	2	0	60
04N12	04	N1	2	1	60
04N12	04	N1	2	0	60
04N12	04	N1	2	1	53
04N12	04	N1	2	0	60
04N21	04	N2	1	1	39
04N21	04	N2	1	0	60
04N21	04	N2	1	0	64
04N21	04	N2	1	1	32
04N21	04	N2	1	1	32
04N21	04	N2	1	1	8
04N21	04	N2	1	0	60
04N21	04	N2	1	1	44
04N21	04	N2	1	0	60
04N21	04	N2	1	1	19
04N21	04	N2	1	0	60
04N21	04	N2	1	1	4
04N21	04	N2	1	0	64
04N21	04	N2	1	1	14
04N21	04	N2	1	1	38
04N21	04	N2	1	0	60
04N21	04	N2	1	1	3
04N21	04	N2	1	0	60
04N21	04	N2	1	0	64
04N21	04	N2	1	0	68
04N21	04	N2	1	1	63
04N21	04	N2	1	0	64
04N21	04	N2	1	1	37
04N21	04	N2	1	1	11
04N21	04	N2	1	0	60
04N21	04	N2	1	0	64
04N21	04	N2	1	1	19
